start,end,hour_count
2020-11-12T03:00:00.000Z,2020-11-12T04:00:00.000Z,273
2020-11-12T04:00:00.000Z,2020-11-12T05:00:00.000Z,183
2020-11-12T05:00:00.000Z,2020-11-12T06:00:00.000Z,150
2020-11-12T06:00:00.000Z,2020-11-12T07:00:00.000Z,140
2020-11-12T07:00:00.000Z,2020-11-12T08:00:00.000Z,144
2020-11-12T08:00:00.000Z,2020-11-12T09:00:00.000Z,158
2020-11-12T09:00:00.000Z,2020-11-12T10:00:00.000Z,131
2020-11-12T10:00:00.000Z,2020-11-12T11:00:00.000Z,130
2020-11-12T11:00:00.000Z,2020-11-12T12:00:00.000Z,163
2020-11-12T12:00:00.000Z,2020-11-12T13:00:00.000Z,198
2020-11-12T13:00:00.000Z,2020-11-12T14:00:00.000Z,192
2020-11-12T14:00:00.000Z,2020-11-12T15:00:00.000Z,289
2020-11-12T15:00:00.000Z,2020-11-12T16:00:00.000Z,301
2020-11-12T16:00:00.000Z,2020-11-12T17:00:00.000Z,307
2020-11-12T17:00:00.000Z,2020-11-12T18:00:00.000Z,344
2020-11-12T18:00:00.000Z,2020-11-12T19:00:00.000Z,326
2020-11-12T19:00:00.000Z,2020-11-12T20:00:00.000Z,302
2020-11-12T20:00:00.000Z,2020-11-12T21:00:00.000Z,278
2020-11-12T21:00:00.000Z,2020-11-12T22:00:00.000Z,291
2020-11-12T22:00:00.000Z,2020-11-12T23:00:00.000Z,345
2020-11-12T23:00:00.000Z,2020-11-13T00:00:00.000Z,250
2020-11-13T00:00:00.000Z,2020-11-13T01:00:00.000Z,292
2020-11-13T01:00:00.000Z,2020-11-13T02:00:00.000Z,261
2020-11-13T02:00:00.000Z,2020-11-13T03:00:00.000Z,292
2020-11-13T03:00:00.000Z,2020-11-13T04:00:00.000Z,194
2020-11-13T04:00:00.000Z,2020-11-13T05:00:00.000Z,192
2020-11-13T05:00:00.000Z,2020-11-13T06:00:00.000Z,191
2020-11-13T06:00:00.000Z,2020-11-13T07:00:00.000Z,152
2020-11-13T07:00:00.000Z,2020-11-13T08:00:00.000Z,105
2020-11-13T08:00:00.000Z,2020-11-13T09:00:00.000Z,143
2020-11-13T09:00:00.000Z,2020-11-13T10:00:00.000Z,117
2020-11-13T10:00:00.000Z,2020-11-13T11:00:00.000Z,136
2020-11-13T11:00:00.000Z,2020-11-13T12:00:00.000Z,143
2020-11-13T12:00:00.000Z,2020-11-13T13:00:00.000Z,205
2020-11-13T13:00:00.000Z,2020-11-13T14:00:00.000Z,217
2020-11-13T14:00:00.000Z,2020-11-13T15:00:00.000Z,232
2020-11-13T15:00:00.000Z,2020-11-13T16:00:00.000Z,298
2020-11-13T16:00:00.000Z,2020-11-13T17:00:00.000Z,358
2020-11-13T17:00:00.000Z,2020-11-13T18:00:00.000Z,301
2020-11-13T18:00:00.000Z,2020-11-13T19:00:00.000Z,330
2020-11-13T19:00:00.000Z,2020-11-13T20:00:00.000Z,300
2020-11-13T20:00:00.000Z,2020-11-13T21:00:00.000Z,299
2020-11-13T21:00:00.000Z,2020-11-13T22:00:00.000Z,288
2020-11-13T22:00:00.000Z,2020-11-13T23:00:00.000Z,239
2020-11-13T23:00:00.000Z,2020-11-14T00:00:00.000Z,234
2020-11-14T00:00:00.000Z,2020-11-14T01:00:00.000Z,223
2020-11-14T01:00:00.000Z,2020-11-14T02:00:00.000Z,198
2020-11-14T02:00:00.000Z,2020-11-14T03:00:00.000Z,236
2020-11-14T03:00:00.000Z,2020-11-14T04:00:00.000Z,224
2020-11-14T04:00:00.000Z,2020-11-14T05:00:00.000Z,165
2020-11-14T05:00:00.000Z,2020-11-14T06:00:00.000Z,148
2020-11-14T06:00:00.000Z,2020-11-14T07:00:00.000Z,121
2020-11-14T07:00:00.000Z,2020-11-14T08:00:00.000Z,119
2020-11-14T08:00:00.000Z,2020-11-14T09:00:00.000Z,122
2020-11-14T09:00:00.000Z,2020-11-14T10:00:00.000Z,108
2020-11-14T10:00:00.000Z,2020-11-14T11:00:00.000Z,122
2020-11-14T11:00:00.000Z,2020-11-14T12:00:00.000Z,116
2020-11-14T12:00:00.000Z,2020-11-14T13:00:00.000Z,214
2020-11-14T13:00:00.000Z,2020-11-14T14:00:00.000Z,233
2020-11-14T14:00:00.000Z,2020-11-14T15:00:00.000Z,293
2020-11-14T15:00:00.000Z,2020-11-14T16:00:00.000Z,295
2020-11-14T16:00:00.000Z,2020-11-14T17:00:00.000Z,422
2020-11-14T17:00:00.000Z,2020-11-14T18:00:00.000Z,424
2020-11-14T18:00:00.000Z,2020-11-14T19:00:00.000Z,372
2020-11-14T19:00:00.000Z,2020-11-14T20:00:00.000Z,340
2020-11-14T20:00:00.000Z,2020-11-14T21:00:00.000Z,422
2020-11-14T21:00:00.000Z,2020-11-14T22:00:00.000Z,380
2020-11-14T22:00:00.000Z,2020-11-14T23:00:00.000Z,616
2020-11-14T23:00:00.000Z,2020-11-15T00:00:00.000Z,908
2020-11-15T00:00:00.000Z,2020-11-15T01:00:00.000Z,892
2020-11-15T01:00:00.000Z,2020-11-15T02:00:00.000Z,829
2020-11-15T02:00:00.000Z,2020-11-15T03:00:00.000Z,759
2020-11-15T03:00:00.000Z,2020-11-15T04:00:00.000Z,627
2020-11-15T04:00:00.000Z,2020-11-15T05:00:00.000Z,605
2020-11-15T05:00:00.000Z,2020-11-15T06:00:00.000Z,491
2020-11-15T06:00:00.000Z,2020-11-15T07:00:00.000Z,363
2020-11-15T07:00:00.000Z,2020-11-15T08:00:00.000Z,321
2020-11-15T08:00:00.000Z,2020-11-15T09:00:00.000Z,269
2020-11-15T09:00:00.000Z,2020-11-15T10:00:00.000Z,245
2020-11-15T10:00:00.000Z,2020-11-15T11:00:00.000Z,250
2020-11-15T11:00:00.000Z,2020-11-15T12:00:00.000Z,356
2020-11-15T12:00:00.000Z,2020-11-15T13:00:00.000Z,423
2020-11-15T13:00:00.000Z,2020-11-15T14:00:00.000Z,470
2020-11-15T14:00:00.000Z,2020-11-15T15:00:00.000Z,530
2020-11-15T15:00:00.000Z,2020-11-15T16:00:00.000Z,533
2020-11-15T16:00:00.000Z,2020-11-15T17:00:00.000Z,556
2020-11-15T17:00:00.000Z,2020-11-15T18:00:00.000Z,540
2020-11-15T18:00:00.000Z,2020-11-15T19:00:00.000Z,446
2020-11-15T19:00:00.000Z,2020-11-15T20:00:00.000Z,408
2020-11-15T20:00:00.000Z,2020-11-15T21:00:00.000Z,429
2020-11-15T21:00:00.000Z,2020-11-15T22:00:00.000Z,380
2020-11-15T22:00:00.000Z,2020-11-15T23:00:00.000Z,379
2020-11-15T23:00:00.000Z,2020-11-16T00:00:00.000Z,387
2020-11-16T00:00:00.000Z,2020-11-16T01:00:00.000Z,293
2020-11-16T01:00:00.000Z,2020-11-16T02:00:00.000Z,287
2020-11-16T02:00:00.000Z,2020-11-16T03:00:00.000Z,292
2020-11-16T03:00:00.000Z,2020-11-16T04:00:00.000Z,249
2020-11-16T04:00:00.000Z,2020-11-16T05:00:00.000Z,201
2020-11-16T05:00:00.000Z,2020-11-16T06:00:00.000Z,168
2020-11-16T06:00:00.000Z,2020-11-16T07:00:00.000Z,166
2020-11-16T07:00:00.000Z,2020-11-16T08:00:00.000Z,124
2020-11-16T08:00:00.000Z,2020-11-16T09:00:00.000Z,140
2020-11-16T09:00:00.000Z,2020-11-16T10:00:00.000Z,120
2020-11-16T10:00:00.000Z,2020-11-16T11:00:00.000Z,183
2020-11-16T11:00:00.000Z,2020-11-16T12:00:00.000Z,155
2020-11-16T12:00:00.000Z,2020-11-16T13:00:00.000Z,209
2020-11-16T13:00:00.000Z,2020-11-16T14:00:00.000Z,259
2020-11-16T14:00:00.000Z,2020-11-16T15:00:00.000Z,288
2020-11-16T15:00:00.000Z,2020-11-16T16:00:00.000Z,353
2020-11-16T16:00:00.000Z,2020-11-16T17:00:00.000Z,370
2020-11-16T17:00:00.000Z,2020-11-16T18:00:00.000Z,397
2020-11-16T18:00:00.000Z,2020-11-16T19:00:00.000Z,441
2020-11-16T19:00:00.000Z,2020-11-16T20:00:00.000Z,355
2020-11-16T20:00:00.000Z,2020-11-16T21:00:00.000Z,332
2020-11-16T21:00:00.000Z,2020-11-16T22:00:00.000Z,350
2020-11-16T22:00:00.000Z,2020-11-16T23:00:00.000Z,324
2020-11-16T23:00:00.000Z,2020-11-17T00:00:00.000Z,342
2020-11-17T00:00:00.000Z,2020-11-17T01:00:00.000Z,301
2020-11-17T01:00:00.000Z,2020-11-17T02:00:00.000Z,334
2020-11-17T02:00:00.000Z,2020-11-17T03:00:00.000Z,292
2020-11-17T03:00:00.000Z,2020-11-17T04:00:00.000Z,234
2020-11-17T04:00:00.000Z,2020-11-17T05:00:00.000Z,184
2020-11-17T05:00:00.000Z,2020-11-17T06:00:00.000Z,167
2020-11-17T06:00:00.000Z,2020-11-17T07:00:00.000Z,130
2020-11-17T07:00:00.000Z,2020-11-17T08:00:00.000Z,116
2020-11-17T08:00:00.000Z,2020-11-17T09:00:00.000Z,137
2020-11-17T09:00:00.000Z,2020-11-17T10:00:00.000Z,131
2020-11-17T10:00:00.000Z,2020-11-17T11:00:00.000Z,140
2020-11-17T11:00:00.000Z,2020-11-17T12:00:00.000Z,168
2020-11-17T12:00:00.000Z,2020-11-17T13:00:00.000Z,217
2020-11-17T13:00:00.000Z,2020-11-17T14:00:00.000Z,242
2020-11-17T14:00:00.000Z,2020-11-17T15:00:00.000Z,254
2020-11-17T15:00:00.000Z,2020-11-17T16:00:00.000Z,290
2020-11-17T16:00:00.000Z,2020-11-17T17:00:00.000Z,300
2020-11-17T17:00:00.000Z,2020-11-17T18:00:00.000Z,309
2020-11-17T18:00:00.000Z,2020-11-17T19:00:00.000Z,304
2020-11-17T19:00:00.000Z,2020-11-17T20:00:00.000Z,336
2020-11-17T20:00:00.000Z,2020-11-17T21:00:00.000Z,316
2020-11-17T21:00:00.000Z,2020-11-17T22:00:00.000Z,281
2020-11-17T22:00:00.000Z,2020-11-17T23:00:00.000Z,250
2020-11-17T23:00:00.000Z,2020-11-18T00:00:00.000Z,214
2020-11-18T00:00:00.000Z,2020-11-18T01:00:00.000Z,221
2020-11-18T01:00:00.000Z,2020-11-18T02:00:00.000Z,214
2020-11-18T02:00:00.000Z,2020-11-18T03:00:00.000Z,280
2020-11-18T03:00:00.000Z,2020-11-18T04:00:00.000Z,259
2020-11-18T04:00:00.000Z,2020-11-18T05:00:00.000Z,165
2020-11-18T05:00:00.000Z,2020-11-18T06:00:00.000Z,154
2020-11-18T06:00:00.000Z,2020-11-18T07:00:00.000Z,109
2020-11-18T07:00:00.000Z,2020-11-18T08:00:00.000Z,117
2020-11-18T08:00:00.000Z,2020-11-18T09:00:00.000Z,133
2020-11-18T09:00:00.000Z,2020-11-18T10:00:00.000Z,108
2020-11-18T10:00:00.000Z,2020-11-18T11:00:00.000Z,99
2020-11-18T11:00:00.000Z,2020-11-18T12:00:00.000Z,126
2020-11-18T12:00:00.000Z,2020-11-18T13:00:00.000Z,206
2020-11-18T13:00:00.000Z,2020-11-18T14:00:00.000Z,181
2020-11-18T14:00:00.000Z,2020-11-18T15:00:00.000Z,258
2020-11-18T15:00:00.000Z,2020-11-18T16:00:00.000Z,271
2020-11-18T16:00:00.000Z,2020-11-18T17:00:00.000Z,284
2020-11-18T17:00:00.000Z,2020-11-18T18:00:00.000Z,287
2020-11-18T18:00:00.000Z,2020-11-18T19:00:00.000Z,321
2020-11-18T19:00:00.000Z,2020-11-18T20:00:00.000Z,326
2020-11-18T20:00:00.000Z,2020-11-18T21:00:00.000Z,276
2020-11-18T21:00:00.000Z,2020-11-18T22:00:00.000Z,241
2020-11-18T22:00:00.000Z,2020-11-18T23:00:00.000Z,215
2020-11-18T23:00:00.000Z,2020-11-19T00:00:00.000Z,197
2020-11-19T00:00:00.000Z,2020-11-19T01:00:00.000Z,188
2020-11-19T01:00:00.000Z,2020-11-19T02:00:00.000Z,221
2020-11-19T02:00:00.000Z,2020-11-19T03:00:00.000Z,243
2020-11-19T03:00:00.000Z,2020-11-19T04:00:00.000Z,157
2020-11-19T04:00:00.000Z,2020-11-19T05:00:00.000Z,170
2020-11-19T05:00:00.000Z,2020-11-19T06:00:00.000Z,114
2020-11-19T06:00:00.000Z,2020-11-19T07:00:00.000Z,106
2020-11-19T07:00:00.000Z,2020-11-19T08:00:00.000Z,142
2020-11-19T08:00:00.000Z,2020-11-19T09:00:00.000Z,139
2020-11-19T09:00:00.000Z,2020-11-19T10:00:00.000Z,96
2020-11-19T10:00:00.000Z,2020-11-19T11:00:00.000Z,146
2020-11-19T11:00:00.000Z,2020-11-19T12:00:00.000Z,128
2020-11-19T12:00:00.000Z,2020-11-19T13:00:00.000Z,176
2020-11-19T13:00:00.000Z,2020-11-19T14:00:00.000Z,177
2020-11-19T14:00:00.000Z,2020-11-19T15:00:00.000Z,192
2020-11-19T15:00:00.000Z,2020-11-19T16:00:00.000Z,228
2020-11-19T16:00:00.000Z,2020-11-19T17:00:00.000Z,228
2020-11-19T17:00:00.000Z,2020-11-19T18:00:00.000Z,258
2020-11-19T18:00:00.000Z,2020-11-19T19:00:00.000Z,302
2020-11-19T19:00:00.000Z,2020-11-19T20:00:00.000Z,250
2020-11-19T20:00:00.000Z,2020-11-19T21:00:00.000Z,230
2020-11-19T21:00:00.000Z,2020-11-19T22:00:00.000Z,240
2020-11-19T22:00:00.000Z,2020-11-19T23:00:00.000Z,217
2020-11-19T23:00:00.000Z,2020-11-20T00:00:00.000Z,251
2020-11-20T00:00:00.000Z,2020-11-20T01:00:00.000Z,212
2020-11-20T01:00:00.000Z,2020-11-20T02:00:00.000Z,213
2020-11-20T02:00:00.000Z,2020-11-20T03:00:00.000Z,211
2020-11-20T03:00:00.000Z,2020-11-20T04:00:00.000Z,185
2020-11-20T04:00:00.000Z,2020-11-20T05:00:00.000Z,169
2020-11-20T05:00:00.000Z,2020-11-20T06:00:00.000Z,119
2020-11-20T06:00:00.000Z,2020-11-20T07:00:00.000Z,139
2020-11-20T07:00:00.000Z,2020-11-20T08:00:00.000Z,128
2020-11-20T08:00:00.000Z,2020-11-20T09:00:00.000Z,123
2020-11-20T09:00:00.000Z,2020-11-20T10:00:00.000Z,113
2020-11-20T10:00:00.000Z,2020-11-20T11:00:00.000Z,120
2020-11-20T11:00:00.000Z,2020-11-20T12:00:00.000Z,151
2020-11-20T12:00:00.000Z,2020-11-20T13:00:00.000Z,194
2020-11-20T13:00:00.000Z,2020-11-20T14:00:00.000Z,241
2020-11-20T14:00:00.000Z,2020-11-20T15:00:00.000Z,238
2020-11-20T15:00:00.000Z,2020-11-20T16:00:00.000Z,303
2020-11-20T16:00:00.000Z,2020-11-20T17:00:00.000Z,292
2020-11-20T17:00:00.000Z,2020-11-20T18:00:00.000Z,263
2020-11-20T18:00:00.000Z,2020-11-20T19:00:00.000Z,261
2020-11-20T19:00:00.000Z,2020-11-20T20:00:00.000Z,317
2020-11-20T20:00:00.000Z,2020-11-20T21:00:00.000Z,246
2020-11-20T21:00:00.000Z,2020-11-20T22:00:00.000Z,272
2020-11-20T22:00:00.000Z,2020-11-20T23:00:00.000Z,279
2020-11-20T23:00:00.000Z,2020-11-21T00:00:00.000Z,259
2020-11-21T00:00:00.000Z,2020-11-21T01:00:00.000Z,236
2020-11-21T01:00:00.000Z,2020-11-21T02:00:00.000Z,218
2020-11-21T02:00:00.000Z,2020-11-21T03:00:00.000Z,295
2020-11-21T03:00:00.000Z,2020-11-21T04:00:00.000Z,322
2020-11-21T04:00:00.000Z,2020-11-21T05:00:00.000Z,229
2020-11-21T05:00:00.000Z,2020-11-21T06:00:00.000Z,213
2020-11-21T06:00:00.000Z,2020-11-21T07:00:00.000Z,162
2020-11-21T07:00:00.000Z,2020-11-21T08:00:00.000Z,118
2020-11-21T08:00:00.000Z,2020-11-21T09:00:00.000Z,143
2020-11-21T09:00:00.000Z,2020-11-21T10:00:00.000Z,96
2020-11-21T10:00:00.000Z,2020-11-21T11:00:00.000Z,119
2020-11-21T11:00:00.000Z,2020-11-21T12:00:00.000Z,123
2020-11-21T12:00:00.000Z,2020-11-21T13:00:00.000Z,149
2020-11-21T13:00:00.000Z,2020-11-21T14:00:00.000Z,191
2020-11-21T14:00:00.000Z,2020-11-21T15:00:00.000Z,265
2020-11-21T15:00:00.000Z,2020-11-21T16:00:00.000Z,284
2020-11-21T16:00:00.000Z,2020-11-21T17:00:00.000Z,300
2020-11-21T17:00:00.000Z,2020-11-21T18:00:00.000Z,325
2020-11-21T18:00:00.000Z,2020-11-21T19:00:00.000Z,251
2020-11-21T19:00:00.000Z,2020-11-21T20:00:00.000Z,297
2020-11-21T20:00:00.000Z,2020-11-21T21:00:00.000Z,229
2020-11-21T21:00:00.000Z,2020-11-21T22:00:00.000Z,282
2020-11-21T22:00:00.000Z,2020-11-21T23:00:00.000Z,269
2020-11-21T23:00:00.000Z,2020-11-22T00:00:00.000Z,203
2020-11-22T00:00:00.000Z,2020-11-22T01:00:00.000Z,187
2020-11-22T01:00:00.000Z,2020-11-22T02:00:00.000Z,188
2020-11-22T02:00:00.000Z,2020-11-22T03:00:00.000Z,179
2020-11-22T03:00:00.000Z,2020-11-22T04:00:00.000Z,179
2020-11-22T04:00:00.000Z,2020-11-22T05:00:00.000Z,207
2020-11-22T05:00:00.000Z,2020-11-22T06:00:00.000Z,160
2020-11-22T06:00:00.000Z,2020-11-22T07:00:00.000Z,145
2020-11-22T07:00:00.000Z,2020-11-22T08:00:00.000Z,99
2020-11-22T08:00:00.000Z,2020-11-22T09:00:00.000Z,168
2020-11-22T09:00:00.000Z,2020-11-22T10:00:00.000Z,102
2020-11-22T10:00:00.000Z,2020-11-22T11:00:00.000Z,169
2020-11-22T11:00:00.000Z,2020-11-22T12:00:00.000Z,131
2020-11-22T12:00:00.000Z,2020-11-22T13:00:00.000Z,128
2020-11-22T13:00:00.000Z,2020-11-22T14:00:00.000Z,165
2020-11-22T14:00:00.000Z,2020-11-22T15:00:00.000Z,240
2020-11-22T15:00:00.000Z,2020-11-22T16:00:00.000Z,216
2020-11-22T16:00:00.000Z,2020-11-22T17:00:00.000Z,284
2020-11-22T17:00:00.000Z,2020-11-22T18:00:00.000Z,327
2020-11-22T18:00:00.000Z,2020-11-22T19:00:00.000Z,278
2020-11-22T19:00:00.000Z,2020-11-22T20:00:00.000Z,283
2020-11-22T20:00:00.000Z,2020-11-22T21:00:00.000Z,268
2020-11-22T21:00:00.000Z,2020-11-22T22:00:00.000Z,266
2020-11-22T22:00:00.000Z,2020-11-22T23:00:00.000Z,314
2020-11-22T23:00:00.000Z,2020-11-23T00:00:00.000Z,280
2020-11-23T00:00:00.000Z,2020-11-23T01:00:00.000Z,291
2020-11-23T01:00:00.000Z,2020-11-23T02:00:00.000Z,251
2020-11-23T02:00:00.000Z,2020-11-23T03:00:00.000Z,210
2020-11-23T03:00:00.000Z,2020-11-23T04:00:00.000Z,172
2020-11-23T04:00:00.000Z,2020-11-23T05:00:00.000Z,145
2020-11-23T05:00:00.000Z,2020-11-23T06:00:00.000Z,165
2020-11-23T06:00:00.000Z,2020-11-23T07:00:00.000Z,138
2020-11-23T07:00:00.000Z,2020-11-23T08:00:00.000Z,108
2020-11-23T08:00:00.000Z,2020-11-23T09:00:00.000Z,146
2020-11-23T09:00:00.000Z,2020-11-23T10:00:00.000Z,110
2020-11-23T10:00:00.000Z,2020-11-23T11:00:00.000Z,93
2020-11-23T11:00:00.000Z,2020-11-23T12:00:00.000Z,119
2020-11-23T12:00:00.000Z,2020-11-23T13:00:00.000Z,173
2020-11-23T13:00:00.000Z,2020-11-23T14:00:00.000Z,154
2020-11-23T14:00:00.000Z,2020-11-23T15:00:00.000Z,185
2020-11-23T15:00:00.000Z,2020-11-23T16:00:00.000Z,191
2020-11-23T16:00:00.000Z,2020-11-23T17:00:00.000Z,242
2020-11-23T17:00:00.000Z,2020-11-23T18:00:00.000Z,264
2020-11-23T18:00:00.000Z,2020-11-23T19:00:00.000Z,242
2020-11-23T19:00:00.000Z,2020-11-23T20:00:00.000Z,226
2020-11-23T20:00:00.000Z,2020-11-23T21:00:00.000Z,235
2020-11-23T21:00:00.000Z,2020-11-23T22:00:00.000Z,213
2020-11-23T22:00:00.000Z,2020-11-23T23:00:00.000Z,256
2020-11-23T23:00:00.000Z,2020-11-24T00:00:00.000Z,307
2020-11-24T00:00:00.000Z,2020-11-24T01:00:00.000Z,226
2020-11-24T01:00:00.000Z,2020-11-24T02:00:00.000Z,216
2020-11-24T02:00:00.000Z,2020-11-24T03:00:00.000Z,288
2020-11-24T03:00:00.000Z,2020-11-24T04:00:00.000Z,222
2020-11-24T04:00:00.000Z,2020-11-24T05:00:00.000Z,155
2020-11-24T05:00:00.000Z,2020-11-24T06:00:00.000Z,125
2020-11-24T06:00:00.000Z,2020-11-24T07:00:00.000Z,83
2020-11-24T07:00:00.000Z,2020-11-24T08:00:00.000Z,106
2020-11-24T08:00:00.000Z,2020-11-24T09:00:00.000Z,111
2020-11-24T09:00:00.000Z,2020-11-24T10:00:00.000Z,128
2020-11-24T10:00:00.000Z,2020-11-24T11:00:00.000Z,130
2020-11-24T11:00:00.000Z,2020-11-24T12:00:00.000Z,93
2020-11-24T12:00:00.000Z,2020-11-24T13:00:00.000Z,137
2020-11-24T13:00:00.000Z,2020-11-24T14:00:00.000Z,217
2020-11-24T14:00:00.000Z,2020-11-24T15:00:00.000Z,233
2020-11-24T15:00:00.000Z,2020-11-24T16:00:00.000Z,229
2020-11-24T16:00:00.000Z,2020-11-24T17:00:00.000Z,226
2020-11-24T17:00:00.000Z,2020-11-24T18:00:00.000Z,280
2020-11-24T18:00:00.000Z,2020-11-24T19:00:00.000Z,265
2020-11-24T19:00:00.000Z,2020-11-24T20:00:00.000Z,219
2020-11-24T20:00:00.000Z,2020-11-24T21:00:00.000Z,231
2020-11-24T21:00:00.000Z,2020-11-24T22:00:00.000Z,273
2020-11-24T22:00:00.000Z,2020-11-24T23:00:00.000Z,248
2020-11-24T23:00:00.000Z,2020-11-25T00:00:00.000Z,220
2020-11-25T00:00:00.000Z,2020-11-25T01:00:00.000Z,204
2020-11-25T01:00:00.000Z,2020-11-25T02:00:00.000Z,283
2020-11-25T02:00:00.000Z,2020-11-25T03:00:00.000Z,190
2020-11-25T03:00:00.000Z,2020-11-25T04:00:00.000Z,146
2020-11-25T04:00:00.000Z,2020-11-25T05:00:00.000Z,149
2020-11-25T05:00:00.000Z,2020-11-25T06:00:00.000Z,115
2020-11-25T06:00:00.000Z,2020-11-25T07:00:00.000Z,128
2020-11-25T07:00:00.000Z,2020-11-25T08:00:00.000Z,148
2020-11-25T08:00:00.000Z,2020-11-25T09:00:00.000Z,112
2020-11-25T09:00:00.000Z,2020-11-25T10:00:00.000Z,88
2020-11-25T10:00:00.000Z,2020-11-25T11:00:00.000Z,111
2020-11-25T11:00:00.000Z,2020-11-25T12:00:00.000Z,123
2020-11-25T12:00:00.000Z,2020-11-25T13:00:00.000Z,147
2020-11-25T13:00:00.000Z,2020-11-25T14:00:00.000Z,210
2020-11-25T14:00:00.000Z,2020-11-25T15:00:00.000Z,234
2020-11-25T15:00:00.000Z,2020-11-25T16:00:00.000Z,251
2020-11-25T16:00:00.000Z,2020-11-25T17:00:00.000Z,275
2020-11-25T17:00:00.000Z,2020-11-25T18:00:00.000Z,210
2020-11-25T18:00:00.000Z,2020-11-25T19:00:00.000Z,262
2020-11-25T19:00:00.000Z,2020-11-25T20:00:00.000Z,253
2020-11-25T20:00:00.000Z,2020-11-25T21:00:00.000Z,242
2020-11-25T21:00:00.000Z,2020-11-25T22:00:00.000Z,239
2020-11-25T22:00:00.000Z,2020-11-25T23:00:00.000Z,296
2020-11-25T23:00:00.000Z,2020-11-26T00:00:00.000Z,232
2020-11-26T00:00:00.000Z,2020-11-26T01:00:00.000Z,152
2020-11-26T01:00:00.000Z,2020-11-26T02:00:00.000Z,149
2020-11-26T02:00:00.000Z,2020-11-26T03:00:00.000Z,128
2020-11-26T03:00:00.000Z,2020-11-26T04:00:00.000Z,162
2020-11-26T04:00:00.000Z,2020-11-26T05:00:00.000Z,117
2020-11-26T05:00:00.000Z,2020-11-26T06:00:00.000Z,100
2020-11-26T06:00:00.000Z,2020-11-26T07:00:00.000Z,98
2020-11-26T07:00:00.000Z,2020-11-26T08:00:00.000Z,82
2020-11-26T08:00:00.000Z,2020-11-26T09:00:00.000Z,104
2020-11-26T09:00:00.000Z,2020-11-26T10:00:00.000Z,84
2020-11-26T10:00:00.000Z,2020-11-26T11:00:00.000Z,128
2020-11-26T11:00:00.000Z,2020-11-26T12:00:00.000Z,114
2020-11-26T12:00:00.000Z,2020-11-26T13:00:00.000Z,139
2020-11-26T13:00:00.000Z,2020-11-26T14:00:00.000Z,180
2020-11-26T14:00:00.000Z,2020-11-26T15:00:00.000Z,165
2020-11-26T15:00:00.000Z,2020-11-26T16:00:00.000Z,183
2020-11-26T16:00:00.000Z,2020-11-26T17:00:00.000Z,230
2020-11-26T17:00:00.000Z,2020-11-26T18:00:00.000Z,251
2020-11-26T18:00:00.000Z,2020-11-26T19:00:00.000Z,274
2020-11-26T19:00:00.000Z,2020-11-26T20:00:00.000Z,219
2020-11-26T20:00:00.000Z,2020-11-26T21:00:00.000Z,252
2020-11-26T21:00:00.000Z,2020-11-26T22:00:00.000Z,238
2020-11-26T22:00:00.000Z,2020-11-26T23:00:00.000Z,186
2020-11-26T23:00:00.000Z,2020-11-27T00:00:00.000Z,203
2020-11-27T00:00:00.000Z,2020-11-27T01:00:00.000Z,172
2020-11-27T01:00:00.000Z,2020-11-27T02:00:00.000Z,133
2020-11-27T02:00:00.000Z,2020-11-27T03:00:00.000Z,166
2020-11-27T03:00:00.000Z,2020-11-27T04:00:00.000Z,111
2020-11-27T04:00:00.000Z,2020-11-27T05:00:00.000Z,127
2020-11-27T05:00:00.000Z,2020-11-27T06:00:00.000Z,73
2020-11-27T06:00:00.000Z,2020-11-27T07:00:00.000Z,101
2020-11-27T07:00:00.000Z,2020-11-27T08:00:00.000Z,142
2020-11-27T08:00:00.000Z,2020-11-27T09:00:00.000Z,92
2020-11-27T09:00:00.000Z,2020-11-27T10:00:00.000Z,94
2020-11-27T10:00:00.000Z,2020-11-27T11:00:00.000Z,108
2020-11-27T11:00:00.000Z,2020-11-27T12:00:00.000Z,123
2020-11-27T12:00:00.000Z,2020-11-27T13:00:00.000Z,147
2020-11-27T13:00:00.000Z,2020-11-27T14:00:00.000Z,218
2020-11-27T14:00:00.000Z,2020-11-27T15:00:00.000Z,242
2020-11-27T15:00:00.000Z,2020-11-27T16:00:00.000Z,214
2020-11-27T16:00:00.000Z,2020-11-27T17:00:00.000Z,248
2020-11-27T17:00:00.000Z,2020-11-27T18:00:00.000Z,263
2020-11-27T18:00:00.000Z,2020-11-27T19:00:00.000Z,253
2020-11-27T19:00:00.000Z,2020-11-27T20:00:00.000Z,253
2020-11-27T20:00:00.000Z,2020-11-27T21:00:00.000Z,223
2020-11-27T21:00:00.000Z,2020-11-27T22:00:00.000Z,217
2020-11-27T22:00:00.000Z,2020-11-27T23:00:00.000Z,190
2020-11-27T23:00:00.000Z,2020-11-28T00:00:00.000Z,190
2020-11-28T00:00:00.000Z,2020-11-28T01:00:00.000Z,161
2020-11-28T01:00:00.000Z,2020-11-28T02:00:00.000Z,187
2020-11-28T02:00:00.000Z,2020-11-28T03:00:00.000Z,174
2020-11-28T03:00:00.000Z,2020-11-28T04:00:00.000Z,228
2020-11-28T04:00:00.000Z,2020-11-28T05:00:00.000Z,129
2020-11-28T05:00:00.000Z,2020-11-28T06:00:00.000Z,153
2020-11-28T06:00:00.000Z,2020-11-28T07:00:00.000Z,157
